volume_24h,liquidity_change,whale_transfers,holder_concentration,risk_label
92342237.45536965,0.09878539316233212,3,0.5405699830980383,0
93406545.39117205,-0.053453440845809566,1,0.4511800211090543,0
55585713.293145485,0.1885688269314927,2,0.5160121745228246,0
12687331.889868956,0.061192071506064594,1,0.26151645986721245,0
95945674.34998578,0.12921657157233973,1,0.5289922254537444,0
86891375.81589915,0.2691028762053578,0,0.442501175100391,0
2573547.645343713,-0.29897356941462305,13,0.906300191853892,1
16567381.556901105,0.09129360921922891,3,0.2540665156619291,0
5945765.823055153,-0.113671135538712,8,0.8098779221582275,1
65878499.89556959,-0.01358472699616016,1,0.4600804369592613,0
10828214.575513475,0.21230463442737593,1,0.28470214026619134,0
76654086.71266699,0.14779910056303508,0,0.37213487100356846,0
12089832.362022763,0.2130784162976597,2,0.2711065551404993,0
63714909.05728267,0.15327585040538563,0,0.2930582154250724,0
21506496.587917976,0.16228946902466254,1,0.2522841506960798,0
5048061.839391902,-0.422150995271694,11,0.8313761554921599,1
21804278.788666166,0.054831504134252335,4,0.2044125057714589,0
50727694.405355744,-0.09232308927077733,4,0.504115929248854,0
55854462.487996206,-0.013919251193104998,4,0.533721346381907,0
23891346.38865311,-0.07415332806236555,3,0.3485634270600563,0
66378561.72893827,0.09973353399144733,4,0.39529645480871123,0
35844213.0545557,0.19494283095511986,2,0.3503553140583077,0
48647442.99856873,0.21400661753482278,4,0.2532580016712388,0
67575753.88970713,0.2771324565653047,1,0.3750412496221568,0
84882800.04546265,-0.08462946041507001,3,0.5124681695147677,0
5459068.931148836,-0.3454604360606738,10,0.8591674205418018,1
11331943.853265546,0.10736320877808164,2,0.24227739196250964,0
4989457.786992565,-0.4808676718423578,12,0.7211980040114507,1
1648759.0239880602,-0.47149730889389657,12,0.708892716758887,1
41821546.99086311,0.08477877466838232,3,0.3398812918983398,0
6952335.499633729,-0.4259217728530128,14,0.7245989124283493,1
77615402.91106491,0.00601857133000161,3,0.5595603296024941,0
3050581.7578879897,-0.10960366016048301,6,0.7026069248493507,1
29767763.49239207,-0.07229827748565604,0,0.4121208532996633,0
97006433.87146646,0.21948567666182986,3,0.3897344439624856,0
51171472.78286629,0.2681188724877631,3,0.26265537478952333,0
15526756.40708167,0.13941263027374626,0,0.3488668095350053,0
46743474.02097296,0.1451758329978102,3,0.29627708473300196,0
23759696.536694046,0.2547699600837078,4,0.31436271569566404,0
8752329.967270926,-0.16139426452388878,13,0.8360041447956879,1
26001020.288104203,0.2913589115202384,3,0.22154328279921046,0
76552796.91177326,0.007732519320810025,3,0.21726949431880468,0
17514233.47818338,0.1903919639941182,2,0.5860518968507986,0
19314230.232438352,0.0369534544134186,2,0.503274004430615,0
6507464.548035979,-0.4576277149766028,11,0.8722213255125226,1
6726622.185813232,-0.1955513851827368,12,0.8153893686049474,1
28434492.129554186,0.19058468604520193,0,0.31116083889954715,0
88582566.16448417,0.16302412511120926,0,0.4220339797209145,0
6543869.052341611,-0.42479010615383356,13,0.7938149761106665,1
54795121.218985416,0.23921911645230878,1,0.21412454197609565,0
2822325.041487137,-0.11677060795224792,13,0.8695947057137854,1
8577733.34347038,-0.3118723783592857,7,0.9490835844068117,1
47618009.94068155,0.18882837528109483,2,0.25512915966369415,0
5178588.934866511,-0.028650966277068077,1,0.44783573498393625,0
80448746.471323,-0.06280374407074714,3,0.40404388499953003,0
1937236.221282587,-0.40982449781452246,8,0.8401650236040427,1
69264454.03650442,0.2219955998723079,3,0.5300197640720248,0
12320536.517761461,-0.07657962830240833,4,0.4983700835254698,0
2888577.9537076848,-0.16994773293355392,7,0.8100497494888725,1
36178311.5928846,0.07360774646955012,1,0.3485688007492183,0
81129857.0028543,0.20663540958865736,0,0.573245332537423,0
45018565.06293684,0.1544709458832931,2,0.4743645084199455,0
7724976.289678339,-0.20400544532575526,14,0.8469423402155495,1
39412366.9569674,0.03380451549677285,4,0.4801007837778084,0
60715513.757927164,0.17906825100803006,2,0.3194902294355092,0
3333670.8297919636,-0.32813727490442596,7,0.7942285411840929,1
50686070.071541615,0.07407215970214273,4,0.4824076030656098,0
9734992.63937945,0.2615653321041499,2,0.3747402810460718,0
7889616.090919987,-0.4364367329322586,13,0.8878437715072613,1
95878389.00292851,-0.07241679345743153,3,0.21783796334918462,0
31193386.044077463,0.010244935471578162,1,0.3087798904514524,0
5047658.58205486,-0.18931577721792747,13,0.8218927984183461,1
10952054.328258678,0.26257498133776436,0,0.3383681790006777,0
78326483.98725402,-0.06543015569498141,1,0.4929794927352359,0
17158879.81069071,0.2528542457128241,4,0.22090315171440952,0
29714990.14139486,0.19232838599229193,1,0.5918203361527028,0
73889794.1173559,-0.023523719414084404,0,0.38557299467533446,0
6476745.454268199,-0.36019745116527246,13,0.705508790074376,1
4761909.404834359,-0.4644639019649742,10,0.8403056970706312,1
15903042.82757566,0.244055877339774,1,0.4170183213581692,0
5939547.910480528,-0.25483993565522034,10,0.9117296820221399,1
18391164.61456808,0.16567516580216693,0,0.4676089349316433,0
44117726.45052831,0.16038938686038165,3,0.22490924235275425,0
81608343.63711976,0.08369595103878322,2,0.5145112797536132,0
29568979.314363685,-0.03411745862708164,3,0.502700602275454,0
24463721.044317693,0.2511320312608164,3,0.5482313700184027,0
47867737.69719387,0.29399586245635,1,0.4231922955130559,0
13944431.4619413,0.03746527704364122,3,0.41548071918108564,0
15020001.495879905,0.16271204188971763,0,0.3589525561941266,0
46901855.03382445,-0.021756290782193988,3,0.4093318524778965,0
80321169.80821474,0.131037346352463,4,0.32493964075420545,0
23604877.195757292,0.2587831721694137,1,0.2631819291341392,0
80359828.29163417,0.026704670827010668,2,0.3452402946536042,0
2519687.860099175,-0.2971795584538236,5,0.7083459004465953,1
74600347.29657912,0.22815100297958932,4,0.3761293673473396,0
12929088.073991412,0.25296654736293556,3,0.49589213283421624,0
98899518.99414727,0.09414359326395486,4,0.4671679995214508,0
20765715.053099573,0.2527711033218576,2,0.26489336231299176,0
58176789.945646346,0.11095984884907054,0,0.5291833784885944,0
41007576.99081425,0.28938295599046926,3,0.5432708212628656,0
5867143.7948699,-0.21590288055067536,13,0.8177919747332036,1
5133386.774558925,-0.35688069386982324,6,0.9048137762178652,1
5728914.212911236,-0.40226402368541353,12,0.7217948669579577,1
4781068.5506295245,-0.13785605028885184,7,0.8125877447263531,1
6860328.263935067,-0.2516285730086275,10,0.8845172808346292,1
8593635.937660519,-0.39841005017119013,5,0.7315661853911256,1
35884881.466011405,0.17453087867443898,3,0.47266779296064804,0
67251828.92070752,0.2966970468671356,2,0.4776602294039324,0
34004514.28618947,-0.014942249451561557,2,0.5052621165035558,0
77128629.64078008,0.2614431377387181,0,0.506425910614121,0
6984864.1312839575,-0.3958852569735988,5,0.9185566810345879,1
21062701.683819287,0.055903754970596825,3,0.35264477594688004,0
44212307.28027248,0.2209417316637057,2,0.3690193713247778,0
75290891.47285838,0.2672306208796603,0,0.3168872921847591,0
